"Easy to operate","Einfach Zu Bedienen"
"Installing your smart roller blinds is arranged in no time and operating is extremely simple. Even by your possible babysitter cleaning help or other people who do not live at home.","Die Installation Ihrer Smart Rollos Ist Im Handumdrehen Erledigt Und Die Bedienung Ist Denkbar Einfach. Sogar Von Ihrer Eventuellen Babysitter-Putzhilfe Oder Anderen Personen, Die Nicht Zu Hause Wohnen."
"Everyday convenience","Alltäglicher Komfort"
"More comfort and everyday ease of use at home with the smart roller blinds from Smartblinds. Make it easier on yourself by automating daily routines and leaving more time for the things you really enjoy.","Mehr Komfort Und Alltagserleichterung Für Ihr Zuhause Mit Den Smart Rollos Von Smartblinds. Machen Sie Es Sich Leichter, Indem Sie Die Täglichen Routinen Automatisieren Und Mehr Zeit Für Die Dinge Haben, Die Ihnen Wirklich Spaß Machen."
"Safety first","Sicherheit Zuerst"
"Less worries with child and animal-friendly roller blinds. In addition a house that always seems inhabited. By means of automation you ensure extra safety. Even when you are not at home.","Weniger Sorgen Mit Kinder- Und Tierfreundlichen Rollos. Außerdem Ein Haus, Das Immer Bewohnt Zu Sein Scheint. Mit Hilfe Der Automatisierung Sorgen Sie Für Zusätzliche Sicherheit. Auch Wenn Sie Nicht Zu Hause Sind."
"Features and Specifications","Funktionen Und Spezifikationen"
"Control content","Inhalt Kontrollieren"
"USB-C adapters must have one or more","Usb-C-Adapter Müssen Über Einen Oder Mehrere"
"support output levels","Support Output Levels"
"Power supply via charger","Stromversorgung Über Ladegerät"
"Input","Eingabe"
"Output","Ausgabe"
"Supports","Unterstützt"
"and","Und"
"Battery","Battery"
"until","Bis"
"hours per charge","Stunden Pro Ladung"
"Fabric","Stoff"
"Save","Sparen"
"System","System"
"Nutrition","Ernährung"
"Measure","Maßnahme"
"Finding the right dimensions for your smart roller blinds is easy! Simply use our measurement instruction: [link to PDF]","Die Richtigen Maße Für Ihr Smart-Rollo Zu Finden, Ist Ganz Einfach! Nutzen Sie Einfach Unsere Messanleitung: [Link Zu Pdf]"
"Would you like to receive personal advice? Use the chat or schedule a","Möchten Sie Persönlich Beraten Werden? Nutzen Sie Den Chat Oder Vereinbaren Sie Einen"
"free consultation","Kostenlose Beratung"
"with one of our advisors","With One Of Our Advisors"
"Afraid of making mistakes? No need for anything thanks to our free","Sie Haben Angst, Fehler Zu Machen? Das Muss Nicht Sein, Dank Unserer Kostenlosen"
"Smartblinds measurement insurance","Smartblinds Versicherung Gegen Messfehler"
"Fitting your Smartblinds is a piece of cake. Our installation manual will follow shortly.","Die Montage Ihrer Smartblinds Ist Ein Kinderspiel. Unsere Montageanleitung Wird In Kürze Folgen."
"Questions about this fabric? Feel free to ask them via chat! We are happy to help you.","Haben Sie Fragen Zu Diesem Stoff? Fragen Sie Sie Einfach Im Chat! Wir Helfen Ihnen Gerne Weiter."
"Delivery charge","Versandkosten"
"Free measuring insurance","Kostenlose Versicherung Gegen Messfehler"
"Wrong measurement? Then you will receive a new product at home for free.","Falsches Maß? Dann Erhalten Sie Ein Neues Produkt Zu Hause Kostenlos."
"What does the measuring insurance include?","Was beinhaltet die Messversicherung?"
"E-mail","E-Mail Adresse"
"Need help?","Brauchen Sie Hilfe?"
"Call us","Rufen Sie uns an"
"or start a live chat","oder starten Sie einen Live-Chat"
"or start a live","Oder Starten Sie Eine Live"
"Workroom and home office inspiration & ideas","Inspiration Und Ideen Für Arbeitszimmer Und Heimbüro"
"Request Samples","Muster bestellen"
"Load next items","mehr Artikel laden"
"Please enter a quantity greater than 0.","Geben Sie eine Menge größer als Null ein"
" to "," zu "
"The maximum you may purchase is %1.","Die maximal verfügbare Menge beträgt %1"
"The fewest you may purchase is %1","Die niedrigste Bestellmenge ist %1"
"The fewest you may purchase is %1.","Die niedrigste Bestellmenge ist %1."
"The fewest you may purchase is 1","Die kleinste Bestellmenge ist 1"
"The fewest you may purchase is 1.","Die kleinste Bestellmenge ist 1."
"You cannot use decimal quantity for this product","Es ist nicht möglich, eine dezimale Menge dieses Produkts zu bestellen"."
"You cannot use decimal quantity for this product.","Es ist nicht möglich, eine dezimale Menge dieses Produkts zu bestellen"
"Discount (%1)","Rabatt (%1)"
"Basket","Warenkorb"
"City","Wohnsitz"
"Street","Straßenname"
"This is a required field.","Vergessen Sie nicht, das Feld auszufüllen"
"Please enter a valid email address (Ex: johndoe@domain.com).","Es scheint, dass Ihre E-Mail-Adresse nicht gültig ist."
"Do not forget to fill in your first name","Vergessen Sie nicht, Ihren Vornamen einzutragen"
"Don't forget to fill in your surname","Vergessen Sie nicht, Ihren Nachnamen einzutragen"
"Don't forget to fill in your e-mail address","Vergessen Sie nicht, Ihre E-Mail-Adresse einzutragen"
"Don't forget to fill in your postal code","Vergessen Sie nicht, Ihre Postleitzahl einzugeben"
"Do not forget to fill in your house number","Vergessen Sie Ihre Hausnummer nicht"
"Don't forget to fill in your street name","Vergessen Sie nicht, Ihren Straßennamen einzutragen"
"Don't forget to fill in your city of residence","Vergessen Sie nicht, Ihren Wohnort einzutragen"
"Don't forget to fill in your phone number","Vergessen Sie nicht, Ihre Telefonnummer einzugeben"
"House","Hausnummer"
"Free in your letterbox","Kostenlos in Ihrem Briefkasten"
"Within 5 working days","Innerhalb von 1-2 Arbeitstagen"
"Including easy measuring instructions","Inklusive praktischer Messanleitung"
"Don't forget to fill in the width and height of your window recess here","Geben Sie hier die Breite und Höhe Ihres Fensters an"
"Proceed to Checkout","Weiter"
"Place Order","Zur Kasse"
"I would like to receive tips & tricks about the product I am going to order","Ich möchte Tipps & Tricks zu dem Produkt erhalten, das ich bestellen möchte"
"More Choices:","Nützliches Zubehör:"
"Subtotal","Zwischensumme"
"Discount (%1)","Rabatt (%1)",module,Magento_Sales
"Discount (%1)","Rabatt (%1)",module,Magento_SalesRule
"Tax","MwSt."
"Order Total","Gesamtsumme"
"Shipping Address","Lieferadresse"
"Next","Weiter"
"Shipping","Versand"
"Review & Payments","Übersicht & Bezahlung"
"Load next items","Mehr artikel laden"
"You added %1 to your <a href=""%2"">shopping cart</a>.","Sie haben %1 zu Ihren <a href=""%2"">Warenkorb hinzugefügt</a>.",module,Magento_Checkout
"Please pick a installation type to configure your product.","Bitte wählen Sie einen Installationstyp, um Ihr Produkt zu konfigurieren."
"Your price","Ihr Preis"
"Request Free Sample","Gratis Muster Bestellen"
"More","Mehr"
"Request free fabric sample","Kostenloses Stoffmuster anfordern"
"Request free colour sample","Gratis Farbmuster anfordern"
"Added to your shopping cart","Ihrem Warenkorb hinzugefügt"
"Continue shopping","Weitershoppen"
"View your configured Smartblind(s)","Sehen Sie Ihre konfigurierten Smartblind(s)"
"Payment Method","Zahlungsmethode",module,Magento_Checkout
"By clicking on ’Pay and finalize’ I agree to the ","Mit dem Klick auf 'Bewerbung abschicken' erkläre ich mich mit den "
" and I confirm that I have checked my order and details."," und bestätige, dass ich meine Bestelldaten überprüft habe."
"Two layered","Zwei stoffbahnen"
"Payment Method","Zahlungsmethode",module,Magento_Checkout
"By clicking on ’Pay and finalize’ I agree to the ","Mit dem Klick auf 'Bewerbung abschicken' erkläre ich mich mit den "
" and I confirm that I have checked my order and details."," und bestätige, dass ich meine Bestelldaten überprüft habe."
"Added to your shopping cart","Ihrem Warenkorb hinzugefügt"
"Continue shopping","Weitershoppen"
"View your configured Smartblind(s)","Konfigurierte Smartblind(s) ansehen"
"Customer Login","Anmelden"
"Registered Customers","Willkomen zurück"
"Create New Customer Account","Registrieren"
"Personal Information","Persönliche Information"
"If you have an account, sign in with your email address.","Wenn Sie ein Konto haben, melden Sie sich mit Ihrer E-Mail-Adresse an."
"New Customers","Neukunde"
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Das Anlegen eines Kontos hat viele Vorteile: Sie können schneller einkaufen, mehr als eine Adresse behalten, Bestellungen verfolgen und vieles mehr."
"Create an Account","Registrieren"
"Adding...","Hinzufügen...",module,Magento_Catalog
"Added","Hinzugefügt",module,Magento_Catalog
"Continue Shopping","Weiter einkaufen",module,Magento_Checkout
"Shopping Cart","Warenkorb",module,Magento_Checkout
"My Cart","Warenkorb",module,Magento_Checkout
"Position","Position",module,Magento_Catalog
"Product Name","Name des Produkts",module,Magento_Catalog
"View your shopping cart","Zum Warenkorb"
"Are you sure?","Sind Sie sicher?",module,Anowave_Ec
"Are you sure you would like to remove this item from the shopping cart?","Sind Sie sicher, dass Sie das Produkt aus Ihrem Warenkorb entfernen möchten?"
"Cancel","Abbrechen"
"My billing and shipping address are the same","Meine Rechnungs- und Lieferadresse sind identisch.",module,Magento_Checkout
"Search entire store here...","Hier das gesamte Geschäft durchsuchen..."
"Subscribe","Abonnieren",module,Magento_Newsletter
"Shipping information","Informationen zur Lieferung",module,Magento_Checkout
"Search results for: '%1'","Suchresultate für: ‘%1’",module,Magento_CatalogSearch
"Electric & smart","Elektrisch & smart"
"toto","zu"
"Wrong width provided","Falsche Breite angegeben"
"Your product is too small","Ihr Produkt ist zu klein"
"Your product is too wide","Ihr Produkt ist zu breit"
"Venetian blind","Jalousie"
"Honeycomb blind","Plissee"
"Lightfiltering Honeycomb blind","Lichtdurchlässiges Plissee"
"Obscuring Honeycomb blind","Verdunkelungs Plissee"
"samples","muster"
"shopping cart","warenkorb"
"View as","Abgebildet",Magento_Catalog
"colors","farben"
"Customize and order","Anpassen und bestellen"
"Update dimensions","Abmessungen aktualisieren"
"Enlarge", "Vergrößern"
"Calculate price", "Preis berechnen"
"With smart engine", "Mit intelligentem Motor"
"Measurement warranty", "Messgarantie"
"Selected for %s product","Ausgewählt für %s Produkt"
"Selected for %s products","Ausgewählt für %s Produkte"
"Add new address", "Neue Adresse hinzufügen"
"Edit", "Ändern",module,Magento_Checkout
"Different invoice address","Abweichende Rechnungsadresse"
"Save","Speichern",module,Magento_Checkout
"Your product is too small. The minimum width is 50 cm.","Ihr Produkt ist zu schmal. Die Mindestbreite beträgt 50 cm."
"Your product is too broad and therefore cannot be delivered. The maximum width is 580 cm.","Ihr Produkt ist zu breit und kann daher nicht geliefert werden. Die maximale Breite ist 580 cm."
"Manually operated","Manuell bedienbar"
