"Enter the IP addresses accessible to Developer Mode. You can enter multiple IP addresses which are separated by commas (,).<br/>If leave blank, the discount details are visible to any IPs.<br />eg : 123.123.0.*, 10.22.*.*, 10.22.*.0-10.22.*.123","Enter the IP addresses accessible to Developer Mode. You can enter multiple IP addresses which are separated by commas (,).<br/>If leave blank, the discount details are visible to any IPs.<br />eg : 123.123.0.*, 10.22.*.*, 10.22.*.0-10.22.*.123"
Delete,Delete
"Are you sure?","Are you sure?"
Activate,Activate
Inactivate,Inactivate
"Discount Type","Discount Type"
"Discount Amount","Discount Amount"
"Additional Item Action","Additional Item Action"
Action,Action
"Buy product X with","Buy product X with"
item(s),item(s)
"Buy product Y with","Buy product Y with"
"Choose Product X","Choose Product X"
"Choose Product Y","Choose Product Y"
"Maximum Discount Type","Maximum Discount Type"
"Maximum Discount Amount","Maximum Discount Amount"
"If zero or empty, no limitation","If zero or empty, no limitation"
"Skip Special Price/Tier Price","Skip Special Price/Tier Price"
"Calculate Discount","Calculate Discount"
"Select ""Yes"" to stop processing other rules after this rule is applied.","Select ""Yes"" to stop processing other rules after this rule is applied."
"If empty or zero, 1 item will be applied. For example, if in the carts there are 4 products: A ($ 10), B ($ 20), C ($ 30), D ($ 40) and the applied qty is 2, the discount will be applied to 2 cheapest items as A and B.","If empty or zero, 1 item will be applied. For example, if in the carts there are 4 products: A ($ 10), B ($ 20), C ($ 30), D ($ 40) and the applied qty is 2, the discount will be applied to 2 cheapest items as A and B."
"If empty or zero, 1 item will be applied. For example, if in the carts there are 4 products: A ($ 10), B ($ 20), C ($ 30), D ($ 40) and the applied qty is 2, the discount will be applied to 2 expensive items as C and D.","If empty or zero, 1 item will be applied. For example, if in the carts there are 4 products: A ($ 10), B ($ 20), C ($ 30), D ($ 40) and the applied qty is 2, the discount will be applied to 2 expensive items as C and D."
"Qty of applied products","Qty of applied products"
